id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
428,Female,59,1,32,1,> 2 Years,Yes,33763,154,244,1
429,Male,20,1,18,1,> 2 Years,No,42679,81,127,0
430,Male,54,0,33,1,> 2 Years,Yes,26050,42,283,0
431,Male,73,1,14,1,1-2 Year,No,56685,72,156,0
432,Female,46,1,6,1,> 2 Years,Yes,40115,30,110,0
433,Female,62,1,11,1,< 1 Year,Yes,48013,72,55,1
434,Male,25,1,46,1,< 1 Year,Yes,52252,115,88,0
435,Male,39,1,20,1,> 2 Years,No,54550,24,105,1
436,Female,70,1,29,0,> 2 Years,Yes,54061,73,129,1
437,Male,46,1,35,1,1-2 Year,Yes,20934,84,10,1
438,Female,19,1,16,0,> 2 Years,Yes,42777,116,43,1
439,Female,58,1,48,1,1-2 Year,Yes,50369,141,69,1
440,Male,66,1,7,0,< 1 Year,Yes,24691,37,285,1
441,Male,76,1,40,0,> 2 Years,Yes,36882,19,2,1
442,Female,67,1,36,0,< 1 Year,No,46735,5,14,1
443,Male,62,1,44,0,< 1 Year,No,45611,52,62,1
444,Male,18,1,44,1,< 1 Year,Yes,48102,111,55,0
445,Female,61,1,31,0,1-2 Year,Yes,21672,136,29,1
446,Female,37,1,42,1,< 1 Year,Yes,40018,4,261,0
447,Female,69,1,44,1,> 2 Years,No,47797,102,238,0
448,Female,38,1,43,0,1-2 Year,Yes,42664,73,197,1
449,Male,54,1,43,1,< 1 Year,Yes,44511,41,39,0
450,Male,25,1,47,1,> 2 Years,No,33886,31,151,0
451,Female,44,1,6,1,> 2 Years,Yes,53096,95,223,1
452,Male,64,1,29,1,> 2 Years,Yes,40250,60,252,1
453,Male,76,1,27,0,< 1 Year,No,29331,40,272,1
454,Female,52,1,43,1,< 1 Year,Yes,21009,25,219,1
455,Male,23,1,2,0,> 2 Years,Yes,44904,61,244,1
456,Male,77,1,22,1,< 1 Year,Yes,28987,146,140,0
457,Male,62,1,9,1,< 1 Year,No,20165,71,13,1
458,Male,61,1,11,0,> 2 Years,Yes,23679,64,122,1
459,Male,36,1,16,1,< 1 Year,Yes,47304,106,126,0
460,Male,78,1,45,0,> 2 Years,Yes,51415,79,110,1
461,Male,35,1,13,0,> 2 Years,Yes,28578,45,152,1
462,Female,73,1,18,1,> 2 Years,No,23037,52,220,0
463,Female,18,1,25,1,> 2 Years,Yes,25088,31,293,1
464,Male,42,1,33,1,1-2 Year,No,21698,117,164,0
465,Female,44,1,10,0,> 2 Years,Yes,54831,73,73,1
466,Male,24,1,30,1,> 2 Years,Yes,21191,147,15,1
467,Male,61,1,49,0,< 1 Year,Yes,41316,124,238,1
468,Female,59,1,1,0,> 2 Years,No,27175,70,261,1
469,Male,46,1,33,1,> 2 Years,Yes,43989,100,15,1
470,Female,48,1,49,1,> 2 Years,No,58560,156,100,0
471,Male,61,1,15,1,> 2 Years,No,25554,62,214,1
472,Female,60,1,29,1,1-2 Year,No,56225,10,133,1
473,Male,53,1,2,0,< 1 Year,No,59443,46,145,1
474,Female,36,1,11,0,< 1 Year,Yes,31315,24,85,1
475,Male,23,1,34,1,< 1 Year,Yes,44896,98,110,1
476,Female,42,0,41,1,< 1 Year,Yes,49249,115,215,0
477,Male,48,1,19,0,1-2 Year,Yes,42415,73,192,1
478,Male,26,0,2,0,> 2 Years,Yes,49124,98,156,0
479,Female,37,1,48,0,1-2 Year,Yes,45875,91,220,1
480,Male,27,1,20,0,1-2 Year,Yes,41354,91,81,1
481,Female,54,1,41,1,1-2 Year,Yes,52051,127,13,0
482,Female,44,1,31,1,> 2 Years,Yes,37498,27,45,0
483,Male,30,1,4,1,> 2 Years,Yes,31170,26,290,1
484,Female,58,1,29,1,> 2 Years,Yes,54232,145,239,1
485,Male,19,1,30,1,< 1 Year,No,57562,144,182,0
486,Female,67,1,13,0,1-2 Year,Yes,56431,154,33,1
487,Male,38,1,15,1,> 2 Years,No,23470,102,111,0
488,Male,50,1,20,1,1-2 Year,No,56478,56,43,1
489,Female,41,1,34,0,> 2 Years,No,21429,82,94,0
490,Female,70,1,28,1,< 1 Year,Yes,34404,144,128,1
491,Male,61,0,20,1,< 1 Year,No,41352,2,118,0
492,Female,59,1,25,0,< 1 Year,Yes,41270,158,255,0
493,Male,51,1,27,0,> 2 Years,Yes,53676,73,160,1
494,Male,77,1,30,1,1-2 Year,Yes,58459,115,46,1
495,Male,26,1,41,1,< 1 Year,Yes,34618,64,255,1
496,Male,19,1,20,1,< 1 Year,No,20630,65,122,0
497,Male,72,1,1,0,1-2 Year,Yes,35665,155,199,1
498,Male,73,1,35,1,> 2 Years,Yes,27159,137,202,1
499,Female,47,1,49,0,1-2 Year,Yes,28142,91,1,1
500,Female,39,1,43,0,< 1 Year,Yes,21291,141,80,1
501,Female,63,1,24,0,1-2 Year,Yes,31401,78,105,1
502,Male,28,1,25,1,1-2 Year,Yes,27909,1,156,1
503,Male,72,1,40,0,1-2 Year,Yes,30090,71,189,1
504,Female,60,1,12,0,1-2 Year,Yes,47682,103,79,1
505,Female,34,1,11,0,> 2 Years,Yes,35269,34,127,1
506,Male,53,1,30,0,> 2 Years,Yes,38613,117,94,1
507,Female,30,1,13,0,< 1 Year,Yes,54935,92,268,1
508,Female,24,0,47,1,> 2 Years,Yes,21811,7,127,0
509,Female,33,1,25,1,> 2 Years,Yes,59682,116,130,1
510,Female,50,0,25,1,1-2 Year,Yes,20769,79,202,1
511,Female,62,1,17,1,< 1 Year,No,54267,24,91,0
512,Male,18,1,12,0,> 2 Years,Yes,20277,91,21,1
513,Female,28,1,11,1,> 2 Years,Yes,45378,39,55,1
514,Female,23,1,10,0,< 1 Year,No,23308,74,37,1
515,Male,37,1,17,1,1-2 Year,Yes,29459,157,86,1
516,Male,52,1,45,1,1-2 Year,Yes,33565,17,295,1
517,Male,61,1,16,1,< 1 Year,No,49456,137,169,0
518,Female,54,1,20,0,> 2 Years,Yes,45229,119,278,1
519,Female,58,1,49,0,> 2 Years,Yes,28435,15,49,1
520,Male,43,1,5,0,> 2 Years,Yes,28122,4,145,1
521,Male,75,1,41,1,1-2 Year,Yes,51417,149,101,0
522,Male,29,0,32,1,1-2 Year,Yes,59971,71,294,1
523,Female,79,0,27,1,> 2 Years,Yes,47808,136,297,1
524,Female,47,1,4,0,< 1 Year,No,25065,46,125,1
525,Female,45,1,41,1,> 2 Years,Yes,46175,135,106,0
526,Male,44,1,48,1,> 2 Years,Yes,35009,110,241,0
527,Male,59,1,7,0,> 2 Years,Yes,52644,137,116,1
528,Male,36,1,46,0,> 2 Years,Yes,21952,100,73,1
529,Male,22,1,14,1,> 2 Years,Yes,37540,52,14,1
530,Female,75,1,39,1,< 1 Year,Yes,56823,157,114,1
531,Female,22,1,24,0,> 2 Years,Yes,47335,3,252,1
532,Female,58,1,48,0,1-2 Year,Yes,43825,109,230,1
533,Female,44,1,18,1,> 2 Years,Yes,22065,159,66,1
534,Male,45,0,38,0,1-2 Year,Yes,30211,88,166,1
535,Female,43,1,39,0,< 1 Year,No,31161,63,43,0
536,Female,44,1,40,1,> 2 Years,Yes,56691,152,247,1
537,Female,69,1,1,1,> 2 Years,Yes,21383,100,254,1
538,Male,66,1,17,1,> 2 Years,No,38259,35,220,0
539,Male,59,1,26,1,< 1 Year,No,33164,118,125,0
540,Male,38,1,22,1,> 2 Years,Yes,38179,25,22,1
541,Female,18,1,39,1,1-2 Year,Yes,26360,103,75,1
542,Female,71,1,18,1,1-2 Year,No,48113,21,64,1
543,Male,45,1,38,0,> 2 Years,Yes,43021,143,104,0
544,Female,65,0,28,0,> 2 Years,Yes,28392,131,45,0
545,Female,75,1,21,0,< 1 Year,Yes,34315,121,202,1
546,Male,75,1,38,1,1-2 Year,No,29480,10,274,1
547,Male,32,1,33,1,> 2 Years,No,56538,126,69,0
548,Female,72,0,30,0,> 2 Years,No,31552,80,11,1
549,Male,34,1,42,0,< 1 Year,Yes,22310,13,283,1
550,Female,43,1,8,0,> 2 Years,Yes,45585,44,269,0
551,Male,37,0,30,0,> 2 Years,Yes,34944,129,111,1
552,Female,42,1,39,1,< 1 Year,No,41248,55,7,1
553,Male,30,0,9,1,< 1 Year,No,41342,16,96,0
554,Male,50,1,33,0,1-2 Year,No,59970,48,15,1
555,Female,42,0,43,0,> 2 Years,Yes,56134,35,88,0
556,Male,25,1,29,0,1-2 Year,Yes,21376,51,112,1
557,Male,22,0,31,1,> 2 Years,Yes,57078,78,24,0
558,Male,23,1,3,1,> 2 Years,Yes,36258,105,54,1
559,Female,40,1,38,1,> 2 Years,Yes,53931,91,181,0
560,Female,69,1,11,1,< 1 Year,Yes,38055,129,56,1
561,Female,47,1,5,1,< 1 Year,No,53215,107,278,1
562,Male,31,0,31,1,> 2 Years,No,29070,94,234,1
563,Male,71,1,20,1,> 2 Years,Yes,52793,35,248,1
564,Male,40,0,4,0,1-2 Year,Yes,31990,138,198,1
565,Male,28,1,8,1,1-2 Year,Yes,54341,95,260,0
566,Male,48,0,42,1,> 2 Years,Yes,35647,12,162,0
567,Male,23,1,35,1,< 1 Year,Yes,20196,104,179,1
568,Male,28,1,13,0,> 2 Years,No,24207,35,231,1
569,Female,30,1,49,0,1-2 Year,Yes,38062,128,283,1
570,Male,29,1,5,0,> 2 Years,Yes,30172,96,239,1
571,Male,71,1,40,0,1-2 Year,Yes,25994,28,182,1
572,Female,19,1,19,1,> 2 Years,No,30035,152,96,1
573,Male,70,1,18,1,1-2 Year,No,41974,148,57,0
574,Female,52,1,33,1,1-2 Year,No,49053,11,59,1
575,Female,72,1,4,1,1-2 Year,Yes,51771,28,297,0
576,Female,53,1,18,1,> 2 Years,Yes,23218,20,161,1
577,Male,34,1,46,1,1-2 Year,No,50005,116,173,0
578,Female,45,1,24,0,< 1 Year,Yes,32665,58,69,1
579,Male,45,1,43,1,> 2 Years,Yes,27248,40,174,1
580,Male,39,1,29,0,1-2 Year,Yes,22001,7,288,1
581,Male,55,1,31,1,< 1 Year,Yes,28147,86,52,1
582,Female,24,1,28,1,> 2 Years,Yes,38712,157,206,0
583,Male,32,1,9,1,> 2 Years,No,42131,76,33,0
584,Male,49,1,45,0,1-2 Year,Yes,36090,93,163,1
585,Female,28,1,26,0,> 2 Years,No,53260,35,234,1
586,Male,41,1,49,0,< 1 Year,No,40963,107,233,0
587,Male,20,1,47,1,1-2 Year,Yes,24235,150,111,1
588,Male,47,0,2,1,< 1 Year,Yes,46062,18,214,1
589,Male,23,0,6,0,1-2 Year,Yes,31283,86,70,0
590,Male,75,0,29,1,1-2 Year,No,58763,83,118,0
591,Male,19,1,26,0,1-2 Year,Yes,43890,34,98,1
592,Female,78,1,28,1,1-2 Year,No,58297,74,56,1
593,Male,31,1,7,0,1-2 Year,Yes,21636,83,260,1
594,Male,58,1,34,0,1-2 Year,No,37322,102,147,0
595,Female,35,1,45,1,< 1 Year,No,49897,9,63,0
596,Male,68,1,10,1,< 1 Year,Yes,29115,51,188,1
597,Female,61,1,48,0,< 1 Year,Yes,36204,28,133,1
598,Male,48,1,41,1,> 2 Years,Yes,40504,25,2,1
599,Male,30,1,40,1,> 2 Years,Yes,42386,26,159,0
600,Male,43,0,47,1,> 2 Years,No,54259,147,40,0
601,Male,61,1,22,1,> 2 Years,No,41710,100,127,0
602,Male,29,1,27,1,1-2 Year,No,29617,68,187,0
603,Male,35,1,39,1,> 2 Years,Yes,21366,49,223,1
604,Male,26,0,22,1,> 2 Years,Yes,43618,26,296,0
605,Male,66,1,19,1,< 1 Year,Yes,56542,45,255,0
606,Male,38,1,36,1,> 2 Years,Yes,33322,67,171,1
607,Male,65,1,9,1,< 1 Year,Yes,28331,117,12,1
608,Male,66,1,19,1,1-2 Year,No,52155,100,260,0
609,Male,70,1,2,0,1-2 Year,No,28697,135,115,1
610,Female,73,1,28,1,> 2 Years,No,20837,10,49,1
611,Male,57,1,39,1,> 2 Years,Yes,24308,135,261,1
612,Female,60,0,22,0,> 2 Years,Yes,42872,150,133,1
613,Female,41,1,6,0,1-2 Year,No,20558,53,261,0
614,Male,51,1,47,1,> 2 Years,Yes,29259,29,200,1
615,Female,25,1,7,1,< 1 Year,No,52486,139,246,0
616,Female,61,1,6,0,1-2 Year,Yes,58852,127,55,1
617,Male,70,1,33,0,> 2 Years,No,35254,56,193,0
618,Male,50,1,14,1,1-2 Year,No,44982,121,194,0
619,Female,40,0,1,0,< 1 Year,Yes,23106,57,7,1
620,Female,30,1,25,1,< 1 Year,No,50012,134,15,0
621,Male,71,0,6,1,1-2 Year,Yes,24261,37,78,0
622,Male,70,1,28,1,< 1 Year,Yes,23585,13,157,1
623,Male,66,1,18,0,1-2 Year,No,55262,47,114,0
624,Male,31,1,27,0,1-2 Year,No,29693,75,2,1
625,Female,31,1,49,1,1-2 Year,No,32822,97,186,1
626,Male,33,1,2,1,< 1 Year,Yes,28221,91,266,1
627,Male,66,1,40,0,> 2 Years,Yes,53446,103,90,1
628,Female,55,1,21,0,> 2 Years,No,52345,146,13,1
629,Male,75,1,23,1,> 2 Years,Yes,44799,118,165,1
630,Male,77,1,2,1,> 2 Years,No,46729,24,136,1
631,Female,56,1,16,1,1-2 Year,Yes,33851,86,252,1
632,Female,43,1,4,0,> 2 Years,No,40540,59,40,0
633,Male,43,1,34,0,> 2 Years,No,26319,3,91,1
634,Male,18,1,5,0,< 1 Year,No,58494,67,137,1
635,Male,49,1,49,0,< 1 Year,No,46062,14,125,0
636,Male,74,1,34,1,> 2 Years,Yes,26284,96,203,1
637,Male,32,1,22,1,< 1 Year,Yes,56949,16,217,1
638,Male,69,1,46,0,> 2 Years,Yes,56327,95,87,1
639,Male,38,1,20,1,> 2 Years,Yes,23466,149,233,1
640,Male,35,1,39,1,1-2 Year,Yes,48375,61,184,1
641,Male,47,1,47,1,1-2 Year,No,37831,51,174,1
642,Male,77,1,13,1,> 2 Years,Yes,27275,85,73,0
643,Male,75,1,44,1,< 1 Year,No,32466,10,117,0
644,Male,30,1,34,1,> 2 Years,No,54717,12,119,0
645,Male,41,1,44,0,< 1 Year,Yes,24509,128,265,1
646,Female,47,1,6,0,> 2 Years,Yes,52973,97,234,0
647,Male,19,1,29,1,< 1 Year,Yes,45525,1,14,0
648,Female,36,1,33,1,> 2 Years,Yes,45666,14,232,1
649,Female,64,1,1,0,< 1 Year,Yes,45660,149,273,1
650,Male,61,1,47,1,1-2 Year,No,23960,113,17,1
651,Male,64,1,48,0,> 2 Years,Yes,52357,81,242,1
652,Male,42,0,7,1,< 1 Year,Yes,37700,62,113,1
653,Male,67,1,22,1,1-2 Year,Yes,20014,45,36,1
654,Female,31,1,32,1,1-2 Year,Yes,44625,127,18,0
655,Male,23,1,14,1,1-2 Year,No,57988,113,222,0
656,Male,29,1,24,1,1-2 Year,No,39881,79,55,0
657,Male,37,1,19,0,> 2 Years,No,41141,130,124,1
658,Male,40,1,27,1,< 1 Year,Yes,21918,141,270,1
659,Female,47,0,23,0,< 1 Year,Yes,45246,157,266,0
660,Male,47,1,45,1,1-2 Year,Yes,30492,156,261,1
661,Male,55,0,21,1,> 2 Years,Yes,33643,8,233,1
662,Female,75,1,44,1,> 2 Years,Yes,36324,24,243,1
663,Female,47,1,29,1,1-2 Year,Yes,49917,7,165,0
664,Male,58,1,1,1,> 2 Years,Yes,22767,28,161,1
665,Male,47,0,31,0,> 2 Years,Yes,34610,90,222,0
666,Male,74,1,27,1,< 1 Year,No,47127,6,103,0
667,Male,75,1,44,0,< 1 Year,No,53613,122,97,1
668,Male,53,1,36,0,1-2 Year,Yes,36942,120,10,1
669,Male,66,1,27,0,< 1 Year,No,30866,11,186,1
670,Male,51,0,15,1,> 2 Years,No,30135,38,191,0
671,Male,33,1,25,1,1-2 Year,No,34858,32,163,0
672,Female,41,1,48,0,1-2 Year,Yes,20588,26,49,1
673,Male,31,1,15,0,< 1 Year,Yes,54121,32,156,0
674,Male,43,1,40,1,> 2 Years,Yes,41724,130,55,1
675,Male,25,1,19,1,1-2 Year,Yes,52742,131,137,0
676,Female,31,1,47,1,1-2 Year,No,57210,7,173,0
677,Male,48,1,11,1,> 2 Years,No,37973,89,122,0
678,Male,19,1,41,1,< 1 Year,Yes,51424,80,149,1
679,Female,65,1,33,1,1-2 Year,Yes,27825,151,7,1
680,Female,21,1,41,1,> 2 Years,Yes,56483,81,278,0
681,Female,18,1,23,1,> 2 Years,No,44783,97,96,0
682,Male,72,1,12,1,< 1 Year,Yes,38769,103,67,1
683,Male,37,1,2,1,> 2 Years,No,53077,9,76,1
684,Female,76,1,43,1,> 2 Years,Yes,42936,67,186,0
685,Female,31,0,21,0,1-2 Year,Yes,21661,62,170,0
686,Male,57,1,14,1,< 1 Year,No,22185,152,230,1
687,Male,42,1,34,1,> 2 Years,Yes,55206,70,28,1
688,Male,77,1,15,1,< 1 Year,No,26525,78,58,0
689,Female,42,1,21,1,1-2 Year,Yes,29972,3,261,1
690,Male,20,1,23,1,> 2 Years,No,41184,6,94,1
691,Male,22,1,21,0,1-2 Year,No,54656,86,183,0
692,Male,55,1,14,0,< 1 Year,Yes,57856,53,45,1
693,Male,71,1,21,1,1-2 Year,No,35634,132,137,1
694,Male,43,1,12,1,> 2 Years,Yes,35854,10,263,1
695,Male,57,1,42,1,1-2 Year,Yes,50764,113,135,1
696,Female,55,1,46,1,> 2 Years,Yes,58760,49,218,1
697,Male,55,1,47,1,> 2 Years,Yes,40941,13,50,1
698,Male,21,1,5,1,1-2 Year,No,35397,83,223,0
699,Male,24,0,2,0,> 2 Years,Yes,29862,110,108,1
700,Male,47,1,22,1,> 2 Years,Yes,56781,119,14,1
701,Male,47,0,6,1,< 1 Year,Yes,59658,102,239,0
702,Male,73,1,44,1,< 1 Year,Yes,39522,158,222,0
703,Male,36,1,2,0,1-2 Year,Yes,47210,43,291,1
704,Male,56,1,29,0,< 1 Year,Yes,29817,159,191,1
705,Male,52,1,36,0,1-2 Year,Yes,40069,51,19,0
706,Female,57,0,7,1,1-2 Year,Yes,52258,38,193,0
707,Male,50,1,16,1,< 1 Year,No,31275,147,17,0
708,Female,50,1,33,1,< 1 Year,No,22218,151,214,1
709,Male,31,1,33,0,< 1 Year,No,27046,41,268,0
710,Female,55,1,14,0,< 1 Year,Yes,35709,79,231,1
711,Female,27,1,43,0,1-2 Year,Yes,39689,114,132,1
712,Male,74,0,12,0,1-2 Year,Yes,51695,145,87,1
713,Male,45,1,43,1,> 2 Years,No,58382,13,4,1
714,Male,31,1,6,1,< 1 Year,Yes,45132,152,277,1
715,Male,53,1,12,0,> 2 Years,Yes,26680,80,27,1
716,Female,55,1,31,0,< 1 Year,No,58915,102,11,0
717,Female,33,1,12,0,> 2 Years,Yes,39843,158,190,1
718,Female,77,0,10,0,< 1 Year,No,59141,109,88,1
719,Male,38,0,40,1,> 2 Years,No,33760,122,155,1
720,Female,45,1,27,1,< 1 Year,No,45469,44,123,0
721,Female,50,0,7,1,> 2 Years,Yes,56713,119,36,0
722,Male,23,1,46,1,< 1 Year,Yes,20194,15,91,1
723,Male,58,1,36,0,< 1 Year,Yes,24251,4,247,1
724,Female,32,1,33,0,1-2 Year,Yes,40589,52,62,1
725,Male,61,1,27,0,> 2 Years,Yes,23530,104,226,1
726,Female,20,1,8,1,> 2 Years,Yes,21700,46,297,1
727,Male,60,1,5,1,1-2 Year,Yes,50593,59,218,1
728,Female,64,1,8,1,> 2 Years,Yes,30300,32,79,1
729,Male,52,1,40,0,> 2 Years,Yes,58608,149,253,1
730,Male,31,1,21,1,1-2 Year,No,41116,29,24,0
731,Male,19,0,24,0,> 2 Years,No,23890,158,199,1
732,Female,46,1,7,0,< 1 Year,No,24692,121,68,1
733,Female,21,1,19,1,1-2 Year,Yes,35056,7,296,0
734,Male,43,1,31,1,> 2 Years,Yes,37370,42,94,1
735,Male,68,1,36,1,1-2 Year,Yes,28475,74,192,0
736,Female,29,1,27,1,> 2 Years,Yes,23238,86,180,1
737,Male,19,1,29,0,> 2 Years,Yes,42208,17,171,0
738,Female,34,1,23,0,> 2 Years,No,45154,146,190,0
739,Male,52,0,20,0,< 1 Year,Yes,38979,133,48,0
740,Male,27,0,6,0,< 1 Year,Yes,28574,98,53,1
741,Male,65,1,12,0,< 1 Year,No,26941,72,120,1
742,Male,39,1,12,1,> 2 Years,No,26492,26,276,1
743,Female,58,1,3,0,< 1 Year,Yes,48334,89,126,1
744,Male,60,1,42,1,1-2 Year,Yes,39978,39,123,1
745,Male,38,1,39,1,< 1 Year,Yes,46130,67,54,0
746,Female,32,1,35,0,< 1 Year,Yes,47837,44,218,1
747,Male,52,1,19,1,< 1 Year,No,24394,104,136,1
748,Male,65,1,45,1,< 1 Year,No,55914,64,20,0
749,Female,79,1,4,1,1-2 Year,Yes,37032,86,65,1
750,Female,38,1,31,0,> 2 Years,No,59661,141,136,1
751,Male,38,1,42,1,> 2 Years,Yes,33272,132,136,1
752,Female,38,1,38,0,> 2 Years,Yes,45408,28,28,1
753,Female,77,1,33,1,1-2 Year,Yes,35005,83,95,1
754,Male,61,1,6,0,> 2 Years,Yes,54279,3,16,0
755,Male,49,1,8,1,> 2 Years,No,47164,27,124,1
756,Female,72,1,28,1,> 2 Years,Yes,44670,75,33,1
757,Female,22,1,15,1,< 1 Year,Yes,20130,134,8,0
758,Male,56,1,31,0,> 2 Years,Yes,31810,48,233,1
759,Female,26,1,8,0,< 1 Year,No,49633,56,290,1
760,Female,70,1,6,1,1-2 Year,No,51875,29,141,0
761,Male,35,1,29,1,1-2 Year,No,28305,75,272,0
762,Male,38,1,46,1,> 2 Years,Yes,39229,120,292,0
763,Male,25,1,34,0,1-2 Year,Yes,45866,31,182,1
764,Female,61,1,7,0,< 1 Year,Yes,51981,65,213,1
765,Male,69,0,40,1,> 2 Years,Yes,22295,71,39,0
766,Male,51,1,10,0,1-2 Year,Yes,59522,74,119,1
767,Female,27,1,13,0,< 1 Year,Yes,23267,137,34,1
768,Female,68,1,22,1,1-2 Year,Yes,59481,63,274,1
769,Male,58,1,21,1,1-2 Year,Yes,50895,77,41,1
770,Female,74,1,1,0,< 1 Year,Yes,29401,27,107,1
771,Male,41,0,41,0,< 1 Year,No,28677,18,228,0
772,Female,57,1,42,1,> 2 Years,Yes,20676,144,36,1
773,Male,41,1,2,0,> 2 Years,Yes,32422,132,261,1
774,Male,73,0,29,1,< 1 Year,Yes,45147,148,28,0
775,Female,49,1,11,0,1-2 Year,No,27482,76,197,1
776,Male,73,0,37,0,1-2 Year,Yes,58281,28,131,1
777,Male,50,1,7,1,1-2 Year,Yes,21869,44,57,1
778,Female,55,1,35,1,1-2 Year,Yes,37315,65,180,1
779,Female,61,1,30,0,< 1 Year,Yes,20805,137,23,1
780,Female,74,1,16,1,1-2 Year,Yes,30038,106,70,0
781,Female,73,1,15,0,< 1 Year,Yes,35773,113,283,1
782,Male,68,1,40,1,1-2 Year,Yes,34686,106,249,1
783,Male,76,1,20,0,> 2 Years,Yes,56754,9,193,1
784,Male,66,1,28,1,> 2 Years,Yes,43116,62,292,0
785,Male,51,1,37,1,> 2 Years,Yes,51698,69,9,0
786,Female,28,1,3,1,> 2 Years,Yes,21615,118,243,1
787,Male,48,1,29,1,< 1 Year,Yes,54200,130,25,0
788,Male,35,1,37,1,> 2 Years,No,54265,29,78,1
789,Male,40,1,9,1,< 1 Year,Yes,21916,48,241,1
790,Female,77,1,27,0,> 2 Years,Yes,25896,73,283,1
791,Male,39,1,32,0,> 2 Years,Yes,33783,51,9,1
792,Male,60,1,48,1,1-2 Year,Yes,46983,32,204,1
793,Male,35,1,46,1,1-2 Year,No,46384,117,184,1
794,Female,57,1,39,0,< 1 Year,No,50557,152,115,0
795,Male,64,1,31,1,< 1 Year,No,48982,117,47,0
796,Female,58,1,47,1,> 2 Years,Yes,48571,148,177,0
797,Female,64,1,26,1,> 2 Years,No,55838,84,142,0
798,Male,56,1,40,0,< 1 Year,Yes,43304,117,74,1
799,Female,37,1,3,0,< 1 Year,Yes,35549,116,84,1
800,Female,30,0,11,1,< 1 Year,Yes,57115,133,278,1
801,Female,62,1,29,0,> 2 Years,Yes,51957,147,187,0
802,Male,18,1,27,1,> 2 Years,Yes,25592,76,162,0
803,Male,69,1,47,1,1-2 Year,No,32505,81,30,1
804,Female,21,1,10,1,> 2 Years,Yes,25377,98,1,1
805,Male,41,1,35,1,> 2 Years,Yes,30910,155,26,1
806,Female,53,1,47,1,< 1 Year,Yes,20075,41,199,0
807,Female,53,1,23,0,> 2 Years,Yes,40242,124,263,1
808,Female,62,1,6,1,1-2 Year,No,30557,34,5,1
809,Male,19,1,11,1,< 1 Year,No,29313,21,84,0
810,Male,45,1,43,1,1-2 Year,Yes,59107,105,23,0
811,Female,43,1,27,0,> 2 Years,Yes,38150,67,136,1
812,Female,40,0,31,0,1-2 Year,No,58788,100,208,1
813,Male,32,1,30,0,> 2 Years,Yes,48664,83,169,1
814,Female,53,1,3,1,> 2 Years,Yes,51905,21,194,0
815,Female,44,1,13,0,> 2 Years,Yes,37870,156,211,1
816,Male,23,1,40,1,> 2 Years,Yes,32850,55,229,1
817,Male,52,1,21,1,1-2 Year,No,39412,12,281,1
818,Male,56,1,43,0,< 1 Year,No,35444,130,238,1
819,Male,55,1,11,1,1-2 Year,Yes,44871,30,104,0
820,Male,52,1,45,0,< 1 Year,Yes,21988,12,29,1
821,Female,53,1,3,1,> 2 Years,Yes,40961,18,37,1
822,Male,27,1,38,0,> 2 Years,Yes,24945,122,237,1
823,Male,47,1,31,0,< 1 Year,Yes,51184,126,169,1
824,Male,70,1,24,0,> 2 Years,Yes,43781,24,237,1
825,Male,58,1,42,1,> 2 Years,No,50711,140,87,0
826,Female,79,1,12,1,> 2 Years,Yes,44543,82,35,1
827,Male,55,1,46,1,1-2 Year,No,44720,134,3,0
828,Male,46,1,43,0,> 2 Years,Yes,31989,8,175,1
829,Female,69,1,27,1,1-2 Year,Yes,39416,57,190,1
830,Male,76,1,21,0,< 1 Year,Yes,26066,49,274,1
831,Male,60,1,25,1,< 1 Year,Yes,24509,143,73,1
832,Male,56,1,30,1,< 1 Year,No,58689,7,48,1
833,Male,67,1,30,1,< 1 Year,No,21154,58,20,0
834,Male,21,1,10,1,< 1 Year,Yes,57566,53,209,1
835,Male,22,1,3,0,> 2 Years,Yes,48581,153,109,1
836,Male,21,0,13,0,> 2 Years,Yes,40236,140,127,0
837,Female,53,1,27,0,> 2 Years,Yes,42919,112,94,1
838,Male,76,1,18,0,1-2 Year,No,34396,25,70,1
839,Male,62,1,45,1,> 2 Years,Yes,39249,147,279,1
840,Female,33,1,24,0,> 2 Years,Yes,25188,42,46,1
841,Male,42,0,46,1,1-2 Year,Yes,44670,80,135,0
842,Female,31,0,14,1,> 2 Years,No,41239,12,26,0
843,Male,28,1,39,0,> 2 Years,Yes,35928,36,195,1
844,Female,46,0,44,0,< 1 Year,Yes,43814,152,281,1
845,Male,51,1,4,0,> 2 Years,Yes,59452,33,195,1
846,Male,39,1,16,0,> 2 Years,Yes,24829,132,207,1
847,Male,31,1,10,1,> 2 Years,No,45555,56,124,0
848,Female,73,0,48,1,> 2 Years,Yes,43713,118,167,0
849,Male,41,1,37,1,> 2 Years,Yes,22017,114,68,1
850,Male,76,1,27,1,> 2 Years,Yes,36556,8,166,1
851,Male,56,0,48,0,> 2 Years,Yes,28774,8,118,1
852,Female,43,1,1,0,> 2 Years,Yes,39129,135,213,1
853,Male,60,1,5,1,> 2 Years,Yes,37741,104,222,1
854,Female,53,1,13,0,> 2 Years,No,59507,153,199,0
855,Male,56,1,45,0,< 1 Year,Yes,27396,35,178,1
856,Male,78,1,3,1,> 2 Years,No,49945,79,43,0
857,Male,33,1,17,1,< 1 Year,No,43897,146,135,0
